account_id,total_amount,total_balance,transaction_count,Trans Withdrawal_x,Trans_Credit,Trans_Debit,Collection From Other Bank,Credit Card Withdrawal,Credit in Cash,Interest,Remittance From Other Bank,Trans Withdrawal_y,Household Payment,Insurance Payment,Interest Credit,Loan Payment,Old age Pension Payment,Payment of Statement,Sanction Negative Bal.,Standard Payment
749,840267.6,11049590.4,330,0,98,232,0,0,56,42,134,98,32,34,42,0,0,32,0,122
750,2311748.1,17010670.4,372,0,133,239,0,17,70,63,59,163,59,0,63,0,0,58,0,192
751,576494.8,7287119.7,334,0,131,203,67,0,1,63,63,140,63,0,63,0,67,62,0,79
752,568231.0,2196678.2,122,0,48,74,0,0,25,23,38,36,19,0,23,0,0,18,0,43
753,361136.8,3143809.5,152,0,55,97,28,0,1,26,24,73,24,0,26,0,28,23,0,51
754,512753.7,6433208.1,247,0,82,165,42,0,1,39,76,89,38,0,39,0,42,37,0,53
755,758810.2,3888518.9,83,0,32,51,0,0,17,15,20,31,10,0,15,0,0,10,0,38
756,109621.2,3528978.6,64,0,55,9,0,1,39,16,0,8,0,0,16,0,0,0,0,48
757,1073863.5,19753461.1,408,0,140,268,0,25,75,65,121,122,61,0,65,0,0,60,0,162
758,42800.0,242000.0,12,0,8,4,0,0,8,0,0,4,0,0,0,0,0,0,0,12
759,557248.6,19275284.9,392,0,174,218,65,0,44,65,61,157,61,0,65,0,0,60,0,206
760,432017.6,3589480.3,127,0,40,87,0,0,21,19,45,42,15,15,19,0,0,14,0,49
761,135630.2,3768494.8,93,0,73,20,0,0,36,37,0,20,0,0,37,0,0,0,0,56
762,447433.0,3075003.8,183,0,74,109,38,0,1,35,33,76,33,0,35,0,38,33,0,44
763,1184587.8,8035215.9,260,0,111,149,0,0,65,46,41,108,41,0,46,0,0,41,0,132
764,879858.7,8815781.0,359,0,139,220,71,0,1,67,67,153,67,0,67,0,71,66,0,88
765,252239.9,5184255.8,115,0,65,50,0,0,41,24,0,50,0,0,24,0,0,20,0,71
766,1357501.7,9684555.8,180,0,70,110,0,0,38,32,27,83,27,0,32,0,0,27,0,94
767,1834213.6,14097893.1,390,0,92,298,0,0,47,45,164,134,41,41,45,0,0,40,0,141
768,203875.5,2300133.0,89,0,48,41,0,0,30,18,13,28,13,0,18,0,0,13,0,45
770,538816.2,4035626.5,121,0,60,61,0,0,33,27,0,61,0,0,27,0,0,22,0,72
771,2996801.8,16076365.2,450,0,144,306,0,0,74,70,124,182,62,0,70,0,0,60,0,196
772,3661824.8,33130033.8,558,0,143,415,0,0,72,71,198,217,66,66,71,0,0,66,0,223
773,1883443.0,17078065.6,456,0,145,311,0,0,79,66,0,311,61,0,66,0,0,61,2,205
774,996502.5,13714401.2,418,0,233,185,0,0,166,67,0,185,0,0,67,0,0,64,0,287
775,2051997.0,18112175.5,320,0,99,221,0,0,51,48,88,133,44,0,48,0,0,43,0,141
776,1249710.2,14389214.7,233,0,63,170,0,3,32,31,80,87,26,27,31,0,0,26,0,96
777,1255282.1,5788932.9,79,1,37,41,0,0,25,12,0,42,0,0,12,0,0,9,0,58
778,77800.0,715400.0,27,0,18,9,0,0,18,0,0,9,0,0,0,0,0,0,0,27
779,941114.6,3936860.3,129,0,58,71,0,0,30,28,0,71,0,0,28,0,0,23,0,78
780,1385291.1,6300277.4,178,0,66,112,0,0,34,32,27,85,27,0,32,0,0,27,0,92
781,553159.4,6839814.2,444,0,178,266,92,0,2,84,84,182,0,0,84,0,0,82,0,278
782,1439733.6,8966104.4,154,0,60,94,0,0,32,28,38,56,18,0,28,0,0,18,0,70
783,123102.9,1183687.3,53,0,27,26,15,0,1,11,10,16,10,0,11,0,15,10,0,7
784,2815485.1,16454103.1,476,0,115,361,0,0,59,56,204,157,51,51,56,0,0,51,0,165
785,944036.4,4738024.5,108,6,40,62,17,0,6,17,23,45,12,0,17,11,0,12,0,56
786,1480478.9,14926472.1,270,0,82,188,0,0,42,40,72,116,36,0,40,0,0,35,0,123
787,932522.2,7749544.5,372,0,134,238,0,0,73,61,113,125,57,0,61,0,0,56,0,142
788,610225.4,6612131.6,282,0,118,164,60,0,2,56,50,114,50,0,56,0,60,50,0,66
789,1188934.2,10533145.8,588,0,200,388,0,0,106,94,242,146,84,0,94,74,0,84,0,168
790,3769490.5,18477568.4,406,24,158,224,0,16,91,67,41,191,0,0,67,41,0,61,0,237
791,331034.3,3004534.7,162,0,69,93,36,0,1,32,32,61,32,0,32,0,36,31,0,31
792,139757.3,2807624.0,104,0,38,66,16,0,6,16,34,32,12,11,16,0,0,11,0,43
793,969408.8,23041731.8,994,0,290,704,144,0,2,144,408,296,0,0,144,0,0,134,0,716
794,106739.6,1437933.9,92,0,37,55,20,0,1,16,30,25,0,0,16,0,0,15,0,61
795,652105.9,11204838.8,266,0,126,140,0,0,79,47,42,98,42,0,47,0,0,42,0,135
796,374098.2,2123093.8,57,3,38,16,0,1,18,20,0,18,0,0,20,0,0,4,0,33
797,1856846.0,6544104.1,130,13,51,66,25,0,1,25,0,79,0,0,25,0,0,20,0,85
798,276049.8,6260870.6,182,0,84,98,32,0,20,32,27,71,27,0,32,0,0,27,0,96
800,138152.7,1824130.4000000001,70,0,34,36,13,0,8,13,18,18,9,0,13,0,0,8,0,31
801,234248.7,1626496.0,95,0,39,56,0,0,22,17,25,31,13,0,17,0,0,12,0,41
802,484703.9,8309959.8,240,0,93,147,48,0,1,44,43,104,43,0,44,0,48,43,0,62
803,2584422.1,8347247.7,206,20,93,93,0,0,56,37,0,113,0,0,37,0,0,32,6,131
804,617073.4,9443810.1,214,0,78,136,0,6,44,34,60,70,30,0,34,0,0,29,0,91
805,860923.7,3460310.9,123,9,57,57,25,0,7,25,0,66,0,0,25,0,0,20,1,77
806,327794.2,4065076.8,224,0,98,126,52,0,2,44,44,82,44,0,44,0,0,42,0,94
807,2084292.9,9405366.7,251,17,107,127,42,11,23,42,38,95,38,0,42,0,0,37,0,134
808,1387882.3,5162825.7,286,0,128,158,0,0,44,84,31,127,37,0,84,31,0,37,10,87
809,1499448.6,4444974.4,192,0,72,120,0,0,37,35,31,89,31,0,35,0,0,31,0,95
810,680929.4,7228094.6,370,0,154,216,76,0,2,76,66,150,66,0,76,0,76,66,0,86
811,2201603.2,10150011.4,180,0,72,108,34,0,4,34,0,108,0,0,34,0,0,24,0,122
812,1184532.6,5561316.6,157,0,59,98,0,0,31,28,23,75,23,0,28,0,0,23,0,83
813,1922343.1,14174092.4,392,18,155,219,71,0,13,71,12,225,0,0,71,12,0,66,0,243
814,352704.0,3636446.4,156,0,55,101,27,0,1,27,45,56,23,0,27,0,27,22,0,35
815,734075.4,10233982.4,624,0,250,374,128,0,2,120,118,256,0,0,120,0,0,118,0,386
816,5550743.7,34729889.5,493,7,183,303,0,0,118,65,83,227,59,0,65,24,0,59,0,286
817,2622704.6,11313865.9,361,0,115,246,0,0,58,57,99,147,53,0,57,46,0,52,0,153
819,3618567.0,18724557.0,428,0,182,246,0,54,94,88,0,192,0,0,88,0,0,78,0,262
820,1004978.3,10815354.4,244,0,88,156,0,0,50,38,66,90,33,0,38,0,0,33,0,107
821,297994.3,4642386.7,221,0,77,144,33,0,11,33,58,86,29,0,33,0,0,28,0,102
822,695580.8,5050338.0,250,0,110,140,54,0,2,54,44,96,44,0,54,0,54,44,0,54
823,77480.9,1407196.6,72,0,27,45,15,0,1,11,30,15,10,10,11,0,0,10,0,21
824,618022.2,5774716.6,180,0,79,101,0,0,46,33,28,73,28,0,33,0,0,28,0,91
825,1206337.6,7384200.8,218,0,82,136,0,2,48,34,41,93,29,0,34,12,0,29,0,114
826,506232.1,3841793.1,179,0,59,120,0,0,32,27,68,52,22,23,27,0,0,22,0,62
827,417452.2,6249089.8,302,0,130,172,68,0,2,60,60,112,60,0,60,0,0,58,0,124
828,656570.6,3386407.4,121,0,50,71,0,6,27,23,18,47,18,0,23,0,0,18,0,62
829,279942.4,4753563.0,212,0,106,106,52,0,2,52,44,62,44,0,52,0,0,42,0,74
830,5010868.8,35975358.6,636,0,284,352,0,48,144,140,0,304,0,0,140,0,0,130,0,366
831,173293.2,1785567.9,115,0,51,64,27,0,1,23,23,41,23,0,23,0,0,22,0,47
832,183861.6,2262388.8,142,0,59,83,31,0,1,27,27,56,27,0,27,0,0,26,0,62
833,291655.0,2335475.4,123,0,54,69,28,0,1,25,24,45,24,0,25,0,28,23,0,23
834,154910.0,1303480.5,86,0,42,44,19,0,4,19,15,29,15,0,19,0,0,14,0,38
836,873647.0,8481208.0,328,0,124,204,0,0,66,58,100,104,50,0,58,0,0,48,0,122
837,2915866.6,16077062.1,366,0,129,237,0,0,66,63,59,178,59,0,63,0,0,58,0,186
838,248055.2,2881448.2,136,0,76,60,0,0,58,18,0,60,0,0,18,0,0,0,0,118
839,2466102.0,15143654.9,254,0,96,158,0,15,49,47,43,100,43,0,47,0,0,42,0,122
840,3519198.4,16682101.8,372,0,138,234,0,0,70,68,58,176,58,0,68,0,0,58,0,188
841,689962.6,10486428.3,331,0,125,206,62,0,1,62,58,148,58,0,62,0,62,57,0,92
842,863416.0,6754866.4,410,0,182,228,90,0,2,90,82,146,82,0,90,0,90,80,0,68
843,147270.1,2627667.2,137,0,49,88,21,0,7,21,49,39,16,16,21,0,0,16,0,51
844,5667814.4,20384075.4,375,24,113,238,56,4,1,56,104,154,52,0,56,0,0,51,0,164
845,579279.0,2835146.9,56,0,25,31,0,3,13,12,8,20,8,0,12,0,0,7,0,29
846,2848798.6,15154185.9,229,15,98,116,0,1,64,34,24,106,0,0,34,24,0,31,0,140
847,428587.9,4567079.7,147,0,86,61,0,0,57,29,0,61,0,0,29,0,0,24,0,94
848,607520.1,7010371.9,212,0,72,140,0,0,42,30,77,63,26,26,30,0,0,25,0,80
849,1046089.2,3423527.5,136,5,68,63,0,0,34,34,0,68,0,0,34,0,0,20,5,77
850,1342892.8,3806444.9,115,7,45,63,22,0,1,22,17,53,17,0,22,0,0,17,0,59
851,3371285.7,17992338.4,358,19,125,214,0,0,73,52,94,139,47,0,52,0,0,47,0,165
852,72875.8,950718.3,58,0,25,33,14,0,1,10,18,15,0,0,10,0,0,9,0,39
853,2363375.4,18616389.2,430,0,140,290,0,30,74,66,116,144,58,0,66,0,0,56,0,192
854,1414469.8,13486742.7,511,0,129,382,0,0,66,63,219,163,59,59,63,43,0,58,0,171
855,1774388.6,13452388.9,332,0,129,203,0,0,72,57,52,151,52,0,57,0,0,52,0,171
856,931931.2,11011413.2,261,0,70,191,0,3,36,34,118,70,30,29,34,0,0,29,0,80
857,1120636.2,10992902.6,566,0,246,320,126,0,2,118,118,202,118,0,118,0,126,116,0,88
858,1416389.7,6833923.5,162,0,59,103,0,0,30,29,25,78,25,0,29,0,0,24,0,84
859,736073.2,6977364.2,234,0,68,166,0,0,36,32,90,76,22,22,32,0,0,22,0,90
860,1993173.1,11037445.1,397,0,144,253,0,0,75,69,64,189,64,0,69,0,0,64,0,200
861,2506370.8,12260949.3,413,0,130,283,0,0,66,64,119,164,60,0,64,0,0,59,0,171
862,6774346.9,31546498.9,446,20,144,282,71,16,2,71,67,219,67,0,71,0,0,66,0,242
863,5897550.7,32848840.7,491,43,195,253,0,12,127,68,66,218,66,0,68,0,0,65,0,292
864,227886.1,1926530.3,86,0,44,42,0,0,27,17,13,29,13,0,17,0,0,12,0,44
865,425674.6,6954742.4,332,0,126,206,66,0,2,58,116,90,58,0,58,0,0,56,0,102
866,1977944.8,22201182.1,628,0,152,476,0,0,80,72,268,208,67,67,72,0,0,67,0,221
867,747196.4,2663756.0,83,4,28,51,0,0,16,12,26,29,8,10,12,0,0,9,5,31
868,394380.9,2086937.4,99,0,40,59,0,0,21,19,30,29,15,0,19,0,0,14,0,36
869,41300.0,249600.0,16,0,10,6,0,0,10,0,0,6,0,0,0,0,0,0,0,16
870,709739.8,5447434.7,240,0,102,138,0,0,57,45,41,97,41,0,45,0,0,40,0,114
871,1516438.5,6697665.2,145,0,57,88,0,2,29,28,24,62,24,0,28,0,0,23,0,70
872,302414.3,4619054.1,123,0,62,61,0,0,39,23,18,43,18,0,23,0,0,18,0,64
873,355596.8,2534312.4,150,0,53,97,0,0,33,20,56,41,16,15,20,10,0,15,0,59
874,2409145.0,10956315.6,410,20,152,238,66,0,20,66,112,146,56,0,66,0,0,56,0,176
875,536500.8,6777083.7,205,0,84,121,43,0,1,40,39,82,39,0,40,0,43,38,0,45
876,165581.8,766337.9,56,0,28,28,14,0,1,13,9,19,9,0,13,0,14,9,0,11
877,440701.2,6828117.8,192,0,84,108,0,3,53,31,54,51,27,0,31,0,0,26,0,81
878,1496434.4,7367071.3,174,20,65,89,30,0,5,30,25,84,25,0,30,0,0,25,0,94
879,106285.3,1057093.4,79,0,39,40,19,0,1,19,14,26,0,0,19,0,0,14,0,46
880,1817065.8,10740219.8,258,10,106,142,48,2,10,48,40,110,40,0,48,0,0,38,0,132
882,3448188.4,24274181.4,772,0,292,480,0,8,152,140,130,342,130,0,140,0,0,130,0,372
883,2143651.0,14292475.7,436,0,125,311,0,0,65,60,166,145,55,56,60,0,0,55,0,155
884,404011.2,6248941.7,299,0,123,176,61,0,1,61,56,120,0,0,61,0,0,56,0,182
885,2959750.8,28484452.7,444,0,134,310,0,44,68,66,124,142,62,0,66,0,0,61,0,193
886,2625507.3,22955499.8,385,0,138,247,0,22,72,66,62,163,62,0,66,0,0,61,0,196
887,607098.2,5419183.8,304,0,137,167,68,0,1,68,64,103,64,0,68,0,68,63,0,41
888,608224.0,6024490.4,256,0,98,158,52,0,2,44,44,114,44,0,44,0,52,42,0,74
889,96433.2,1155050.0,49,0,21,28,12,0,1,8,16,12,8,0,8,0,12,7,0,6
890,1127684.5,9559011.3,380,0,154,226,0,0,83,71,67,159,67,0,71,0,0,66,0,176
891,671167.2,8198535.2,296,0,118,178,62,0,2,54,52,126,52,0,54,0,62,52,0,76
892,814760.2,10643258.0,416,0,136,280,69,0,1,66,129,151,65,0,66,0,69,64,0,88
893,2065006.0,14504649.5,215,0,90,125,0,0,46,44,0,125,0,0,44,0,0,39,0,132
894,525347.2,3376688.4,191,0,79,112,40,0,1,38,35,77,35,0,38,0,40,35,0,43
895,189426.1,2960644.5,181,0,69,112,34,0,1,34,59,53,30,0,34,0,0,29,0,59
896,902042.2,5575427.7,225,0,86,139,0,0,44,42,38,101,38,0,42,0,0,37,0,108
897,4782138.9,26378520.8,491,30,185,276,0,7,117,68,126,173,63,0,68,0,0,62,0,235
898,1262723.8,8448807.0,217,0,68,149,0,0,35,33,57,92,29,0,33,0,0,28,0,99
899,2303831.9,9789005.4,306,10,136,160,66,0,4,66,0,170,0,0,66,0,0,61,0,179
900,2215633.6,12078916.2,592,0,248,344,0,0,136,112,104,240,104,0,112,0,0,102,0,274
901,468791.7,7562251.1,271,0,109,162,54,0,1,54,50,112,50,0,54,0,54,49,0,64
902,2365278.2,25336992.2,976,0,292,684,0,0,160,132,372,312,124,124,132,0,0,122,0,350
903,512308.9,6282448.5,325,0,135,190,61,0,13,61,57,133,57,0,61,0,0,56,0,151
904,2233567.0,16356956.4,270,0,116,154,0,14,59,57,0,140,0,0,57,0,0,52,0,161
905,478108.6,2797518.0,150,0,50,100,0,0,26,24,59,41,20,20,24,0,0,19,0,48
906,65874.1,620870.4,43,0,21,22,12,0,1,8,8,14,0,0,8,0,0,7,0,28
907,510630.8,7742680.7,353,0,156,197,66,0,24,66,62,135,62,0,66,0,0,61,0,164
908,605079.7,7820356.1,271,0,132,139,0,0,76,56,0,139,0,0,56,0,0,52,0,163
909,151482.6,1949635.8,128,0,66,62,32,0,2,32,22,40,0,0,32,0,0,22,0,74
910,415413.8,6152709.6,208,0,94,114,46,0,2,46,36,78,36,0,46,0,46,36,0,44
911,1224147.8,7550479.7,162,13,66,83,0,2,37,29,44,50,22,0,29,0,0,22,0,67
912,124560.5,1624788.9,87,0,37,50,20,0,1,16,15,35,0,0,16,0,0,15,0,56
913,963152.6,8238256.8,230,0,74,156,0,0,43,31,81,75,27,27,31,0,0,26,0,92
914,404123.7,5177180.1,290,0,119,171,61,0,1,57,56,115,0,0,57,0,0,56,0,177
915,3941740.0,16993468.7,330,21,101,208,47,0,7,47,82,147,43,0,47,39,0,42,0,159
916,1876461.2,8669257.6,310,0,116,194,0,0,60,56,48,146,48,0,56,0,0,46,0,160
917,1363203.8,15354755.8,414,0,192,222,0,0,114,78,68,154,68,0,78,0,0,68,0,200
918,894320.5,4558467.8,128,10,53,65,0,0,31,22,30,45,15,0,22,0,0,15,0,61
919,502752.2,4125924.8,116,0,49,67,0,0,27,22,18,49,18,0,22,0,0,17,0,59
920,287494.4,2340403.3,140,0,57,83,28,0,1,28,24,59,24,0,28,0,28,23,0,37
921,339156.5,4567987.3,159,0,55,104,27,0,1,27,45,59,22,0,27,0,27,22,0,38
922,613141.4,11596723.4,334,0,122,212,0,0,78,44,118,94,40,39,44,0,0,39,0,133
923,376170.9,3844385.6,182,0,71,111,35,0,1,35,30,81,30,0,35,0,35,30,0,52
924,264498.6,3299915.1,202,0,79,123,37,0,5,37,65,58,32,0,37,0,0,32,0,68
925,2789268.9,16399361.5,372,0,142,230,0,0,72,70,66,164,66,0,70,0,0,65,0,171
926,226157.4,2374807.4,120,0,53,67,26,0,1,26,22,45,22,0,26,0,26,21,0,25
927,513708.3,2357665.4,111,0,42,69,0,0,22,20,31,38,16,0,20,0,0,15,0,45
928,2547407.8,32122510.6,808,0,358,450,0,0,222,136,128,322,128,0,136,0,0,126,0,418
929,1307421.3,10573576.0,368,0,146,222,0,0,80,66,62,160,62,0,66,0,0,61,0,179
930,2075398.8,16104991.4,392,0,150,242,0,0,85,65,61,181,61,0,65,0,0,60,0,206
931,787983.6,12707626.8,499,0,150,349,0,0,88,62,228,121,57,57,62,0,0,57,0,152
932,528403.6,6259731.6,274,0,122,152,60,0,2,60,50,102,50,0,60,0,60,50,0,54
933,465923.4,5567286.3,192,0,72,120,37,0,1,34,32,88,32,0,34,0,37,32,0,57
934,249728.8,2514671.6,90,0,46,44,26,0,2,18,16,28,16,0,18,0,26,16,0,14
935,139489.8,1671949.8,103,0,45,58,24,0,1,20,20,38,0,0,20,0,0,19,0,64
936,289711.6,3244316.1,184,0,69,115,34,0,1,34,59,56,29,0,34,0,34,29,0,28
937,332295.3,4568684.2,195,0,77,118,40,0,1,36,36,82,36,0,36,0,40,35,0,48
938,141869.6,1928245.9,63,0,31,32,0,0,19,12,14,18,7,0,12,7,0,7,0,30
939,622059.4,9287742.6,492,0,206,286,102,0,2,102,94,192,0,0,102,0,0,92,0,298
940,8063859.2,43239788.4,594,44,212,338,98,8,16,98,62,312,0,0,98,62,0,88,0,346
941,737334.1,5286593.3,278,0,121,157,0,0,66,55,50,107,50,0,55,0,0,50,0,123
942,784218.7,11437655.6,393,0,232,161,0,0,167,65,0,161,0,0,65,0,0,62,0,266
943,442661.3,7154904.7,347,0,143,204,71,0,1,71,67,137,0,0,71,0,0,66,0,210
944,5118017.0,35150798.0,820,0,288,532,0,0,148,140,130,402,130,0,140,0,0,130,0,420
945,579657.2,3989911.5,92,4,46,42,0,6,18,28,10,30,10,0,28,0,0,9,0,45
946,1348676.9,7157309.1,174,0,74,100,0,0,38,36,0,100,0,0,36,0,0,31,0,107
947,1671366.2,26302339.0,874,0,342,532,0,0,208,134,250,282,126,0,134,0,0,124,0,366
949,1000649.2,6531155.3,167,5,76,86,34,0,8,34,0,91,0,0,34,0,0,29,2,102
950,2939306.4,23942983.2,359,0,142,217,0,34,78,64,59,124,59,0,64,0,0,59,0,177
951,273142.4,2939631.4,147,0,61,86,32,0,1,28,28,58,28,0,28,0,32,27,0,32
952,291228.5,2364079.6,64,0,32,32,0,0,19,13,9,23,9,0,13,0,0,8,0,34
953,312445.6,8430842.2,269,0,104,165,41,0,22,41,72,93,36,0,41,0,0,36,0,120
954,498327.2,8349210.7,258,0,89,169,0,0,53,36,93,76,31,31,36,0,0,31,0,98
955,875303.8,5171457.8,160,0,64,96,0,0,35,29,24,72,24,0,29,0,0,24,0,83
956,865464.5,13001551.9,321,0,166,155,0,0,105,61,0,155,0,0,61,0,0,56,0,204
957,301386.8,3789297.7,204,0,92,112,36,0,20,36,32,80,32,0,36,0,0,31,0,105
958,782925.8,8008057.6,306,0,126,180,62,0,2,62,54,126,54,0,62,0,62,52,0,76
959,302273.9,3198958.1,180,0,66,114,34,0,1,31,58,56,29,0,31,0,34,29,0,28
960,4387308.1,20452369.0,369,35,105,229,50,9,5,50,89,166,46,0,50,43,0,45,0,185
961,402122.1,1394175.5,62,0,30,32,0,0,16,14,10,22,10,0,14,0,0,9,0,29
962,1533189.4,8409542.0,280,16,136,128,60,0,16,60,0,144,0,0,60,0,0,50,0,170
963,1072850.7,7784452.1,142,0,58,84,0,0,30,28,23,61,23,0,28,0,0,23,0,68
964,617353.6,10530377.7,253,0,143,110,0,0,89,54,0,110,0,0,54,0,0,50,0,149
965,715071.6,7007267.0,354,0,156,198,0,0,92,64,60,138,60,0,64,0,0,59,0,171
966,70429.3,884849.1,48,0,25,23,14,0,1,10,10,13,0,0,10,0,0,9,0,29
967,1085163.2,5599893.3,115,6,56,53,0,8,28,28,12,39,12,0,28,0,0,11,0,64
968,1788962.4,13113410.6,400,0,170,230,0,0,96,74,66,164,66,0,74,0,0,64,0,196
969,899960.7,16799259.2,347,0,217,130,0,5,157,60,0,125,0,0,60,0,0,58,0,229
970,588349.5,4146766.7,93,0,37,56,0,6,20,17,12,38,12,0,17,0,0,12,0,52
971,623763.9,5042682.0,162,0,68,94,0,0,39,29,24,70,24,0,29,0,0,24,0,85
972,149529.4,2017669.2,133,0,52,81,27,0,1,24,45,36,0,0,24,0,0,22,0,87
973,1130496.0,14891618.4,478,0,202,276,100,0,2,100,92,184,92,0,100,0,100,90,0,96
974,3086569.6,13288467.0,279,0,117,162,0,0,59,58,0,162,0,0,58,0,0,53,0,168
975,522732.0,3925833.6,232,0,102,130,52,0,2,48,42,88,42,0,48,0,52,42,0,48
976,1558142.4,9050323.2,194,0,73,121,0,0,38,35,30,91,30,0,35,0,0,30,0,99
977,2145155.7,19994426.8,398,0,153,245,0,0,85,68,63,182,63,0,68,0,0,63,0,204
978,782319.1,14459011.5,321,0,125,196,64,4,1,60,59,133,59,0,60,0,64,59,0,79
979,2702553.7,14484545.0,404,0,142,262,0,0,72,70,66,196,66,0,70,0,0,65,0,203
980,575462.4,6304659.8,147,0,55,92,0,0,31,24,38,54,19,0,24,0,0,19,0,66
981,2187781.2,18308065.4,299,0,92,207,0,19,47,45,81,107,40,0,45,0,0,40,0,133
982,903108.6,15832265.6,599,0,179,420,0,0,108,71,268,152,67,67,71,0,0,66,0,194
984,726373.8,4870332.0,163,0,64,99,0,0,34,30,25,74,25,0,30,0,0,25,0,83
985,712611.0,9910686.4,518,0,214,304,110,0,2,102,102,202,0,0,102,0,0,100,0,316
986,371440.5,4099897.1,163,0,65,98,32,0,1,32,28,70,28,0,32,0,32,27,0,44
987,1458428.6,14306082.8,318,0,122,196,0,0,66,56,48,148,48,0,56,0,0,46,0,168
988,663988.2,8568059.9,263,0,98,165,50,0,1,47,45,120,45,0,47,0,50,45,0,76
989,574933.8,6295461.8,329,0,111,218,57,0,1,53,106,112,53,0,53,0,57,52,0,61
990,1555709.9,13035515.7,215,0,80,135,0,14,41,39,35,86,35,0,39,0,0,34,0,107
991,3078121.2,24837481.2,390,0,140,250,0,0,73,67,63,187,63,0,67,0,0,62,0,198
992,904046.2,6938875.5,299,0,84,215,0,0,45,39,140,75,35,35,39,0,0,34,0,86
993,1188250.9,5687907.2,105,6,51,48,0,1,26,25,6,47,0,0,25,6,0,10,0,64
994,720626.1,9664534.5,237,0,127,110,0,0,87,40,0,110,0,0,40,0,0,37,0,160
995,255594.3,4490995.1,219,0,77,142,40,0,1,36,70,72,35,0,36,0,0,35,0,78
996,189600.5,1594070.3,78,0,30,48,16,0,1,13,12,36,12,0,13,0,16,11,0,26
997,172807.8,3638456.4,148,0,47,101,19,0,9,19,60,41,15,15,19,0,0,14,0,55
998,3323358.7,14057661.6,341,0,125,216,0,17,63,62,57,142,57,0,62,0,0,57,0,165
1000,4779742.9,33809548.4,584,46,146,392,71,0,4,71,201,237,67,67,71,0,0,66,0,246
1002,264403.0,2870620.1,166,0,59,107,0,0,32,27,66,41,22,22,27,0,0,22,0,51
1003,1182157.3,8271503.0,162,0,55,107,0,0,28,27,44,63,22,0,27,0,0,22,0,69
1004,3070249.2,13521687.4,210,13,85,112,0,0,57,28,9,116,0,0,28,9,0,24,0,149
1005,5339148.5,29240863.1,420,25,149,246,70,0,9,70,66,205,66,0,70,0,0,65,0,219
1006,647117.7,21271414.2,613,0,178,435,70,0,38,70,263,172,65,66,70,0,0,65,0,215
1007,618921.8,7282639.8,185,0,106,79,0,6,76,30,0,73,0,0,30,0,0,27,0,128
1008,305777.7,3256949.6,131,0,55,76,27,0,1,27,23,53,23,0,27,0,27,22,0,32
1009,3872824.9,14037067.0,252,17,83,152,41,5,1,41,36,128,36,0,41,0,0,36,0,139
1010,3551880.8,14339902.6,289,7,109,173,0,0,65,44,0,180,35,0,44,0,0,37,0,137
1011,2172101.1,18473547.8,323,9,106,208,48,0,10,48,80,137,44,0,48,36,0,43,0,152
1012,3092181.0,16354911.1,412,40,179,193,54,0,17,108,21,212,0,0,108,21,0,49,2,232
1013,174513.3,2228103.1,137,0,59,78,31,0,1,27,27,51,27,0,27,0,0,26,0,57
1014,392656.1,4069253.2,160,0,79,81,0,0,46,33,0,81,0,0,33,0,0,29,0,98
1015,255864.1,1736810.5,88,0,41,47,0,0,23,18,14,33,14,0,18,0,0,13,0,43
1016,2830862.5,27629297.7,428,0,129,299,0,14,66,63,116,169,58,0,63,0,0,58,0,191
1017,2367766.5,16312972.3,351,0,106,245,0,0,54,52,95,150,48,0,52,0,0,47,0,157
1018,594311.3,7758855.4,417,0,152,265,67,0,18,67,126,139,63,0,67,0,0,62,0,162
1019,3049962.2,22281598.1,557,0,148,409,0,1,77,71,200,208,67,66,71,0,0,66,0,220
1020,218714.2,4082272.0,223,0,72,151,33,0,6,33,85,66,28,28,33,0,0,28,0,77
1021,150131.5,1827571.6,103,0,47,56,25,0,1,21,21,35,21,0,21,0,0,20,0,41
1022,6740779.6,38516570.2,574,52,280,242,0,0,174,106,0,294,0,0,106,0,0,80,0,388
1023,2524495.6,10298438.2,280,0,130,150,0,11,66,64,0,139,0,0,64,0,0,59,0,157
1024,107633.0,1427824.7,87,0,41,46,20,0,1,20,15,31,0,0,20,0,0,15,0,52
1026,1133996.8,9332871.0,172,0,68,104,0,4,36,32,48,52,24,0,32,0,0,22,0,70
1027,132592.6,1257824.2,78,0,36,42,17,0,2,17,12,30,12,0,17,0,0,12,0,37
1028,126000.0,1049800.0,60,0,36,24,0,0,36,0,0,24,0,0,0,0,0,0,0,60
1029,3496123.4,18122494.1,268,16,98,154,0,0,68,30,56,114,28,0,30,0,0,28,0,154
1030,434585.1,6484790.2,221,0,72,149,37,0,1,34,65,84,33,0,34,0,37,32,0,53
1031,1555953.7,13451054.7,320,0,90,230,0,0,48,42,114,116,38,38,42,0,0,37,0,127
1032,7327494.1,26808271.6,401,39,141,221,68,6,5,68,0,254,0,0,68,0,0,63,0,270
1033,94932.0,666086.9,26,0,15,11,0,0,8,7,0,11,0,0,7,0,0,0,0,19
1034,325520.1,2960061.5,110,0,50,60,0,0,29,21,16,44,16,0,21,0,0,16,0,57
1035,791626.0,5769745.1,125,0,42,83,0,1,22,20,32,50,16,0,20,0,0,15,0,58
1036,1774228.1,11082471.9,199,0,71,128,0,15,36,35,31,82,31,0,35,0,0,30,0,103
1037,821110.6,10042494.3,171,0,46,125,0,6,24,22,72,47,18,18,22,0,0,17,0,60
